Datetime,NO2,Ozone,CO,SO2,AT,RH,PM2.5,PM10
08-07-2022 23:00,1.95993,0.967790705,271.6607171,3.36191761,20.5475,92.1525,2.7167559,4.895309355
09-07-2022 00:00,1.9131525,0.996601795,230.2647983,3.50783213,18.3175,98.88,4.33490086,8.625353665
09-07-2022 01:00,1.91149875,1.29649905,186.2816346,3.52783654,18.156,99.0075,3.60527816,8.691142795
09-07-2022 02:00,1.92283875,1.07648709,134.5367361,3.55725479,18.406,98.95,2.9940303,9.23838874
09-07-2022 03:00,1.90252125,1.06077195,116.4260216,3.577847565,18.4285,98.815,3.1184483,8.007334565
09-07-2022 04:00,1.8923625,1.13410927,93.1408173,3.594321785,18.35,98.435,1.80121716,4.991002635
09-07-2022 05:00,7.1304975,1.174706715,75.03010283,3.548429315,18.1835,97.04,1.72354478,7.168024755
09-07-2022 06:00,1.88314875,1.067319925,82.7918376,3.56666863,18.3275,91.9825,1.42760768,6.362606315
09-07-2022 07:00,1.88811,1.01362653,100.9025521,3.554312965,19.8985,87.785,1.71767936,3.475859035
09-07-2022 08:00,1.94882625,0.925883665,162.9964303,3.55019441,22.4985,82.8825,2.25356546,3.07813384
09-07-2022 09:00,1.92283875,0.991363415,168.1709201,3.52548308,23.626,77.625,2.4074883,6.25395457
09-07-2022 10:00,1.93417875,1.05815276,157.8219404,3.568433725,24.7855,72.0625,2.6047797,3.609430905
09-07-2022 11:00,1.9089,1.09220223,160.4091854,3.554312965,24.274,73.7475,1.50936808,3.69814655
09-07-2022 12:00,1.951425,0.97433868,162.9964303,3.553136235,25.499,69.675,2.08542342,3.98722
09-07-2022 13:00,1.93701375,1.03981843,165.5836752,3.570787185,27.1505,62.6675,1.18623676,2.4521403
09-07-2022 14:00,2.06175375,0.918026095,165.5836752,3.669632505,27.422,57.685,2.11883854,1.36562285
09-07-2022 15:00,1.941975,0.89314379,186.2816346,3.69610893,25.3675,70.55,0.8762582,2.758159435
09-07-2022 16:00,1.94788125,0.94814678,240.613778,3.66080703,20.5105,89.3925,0.4683449,5.379756585
09-07-2022 17:00,1.98072,0.9167165,282.0096968,3.6243284,20.4225,91.8225,2.5265741,7.78903427
09-07-2022 18:00,1.90323,0.89314379,292.3586765,3.63727243,19.901,90.055,6.75412,13.157826
09-07-2022 19:00,1.87795125,0.957313945,170.7581651,3.6360957,21.686,86.43,6.5985975,9.030056495
09-07-2022 20:00,1.89637875,1.00838815,181.1071448,3.581377755,21.4895,87.93,2.5834509,7.28066372
09-07-2022 21:00,1.93512375,0.96648111,258.7244925,3.56431517,20.0355,89.8425,5.9693979,11.10739812
09-07-2022 22:00,1.88551125,0.923264475,134.5367361,3.581377755,19.996,90.7125,4.5714728,7.616587005
09-07-2022 23:00,1.93417875,1.072558305,121.6005115,3.53372019,21.6085,85.835,3.37706,8.26550706
10-07-2022 00:00,1.93606875,0.62336722,54.33214343,3.92792474,19.2925,88.8475,2.45156782,7.381739747
10-07-2022 01:00,1.998675,0.67575102,28.45969418,3.952047705,19.6315,86.0275,3.0597941,5.716676675
10-07-2022 02:00,1.8668475,0.593246535,72.4428579,3.91615744,19.2015,88.4525,2.2466336,4.693954745
10-07-2022 03:00,1.873935,0.454429465,77.61734775,3.890857745,18.1555,92.995,2.8473948,6.19414627
10-07-2022 04:00,1.864485,0.614200055,72.4428579,3.883797365,18.0575,94.2975,1.96029446,3.637341445
10-07-2022 05:00,1.91055375,0.59193694,36.22142895,3.87379516,19.146,88.94,1.94927458,2.375386315
10-07-2022 06:00,2.0530125,0.59717532,41.3959188,3.90556687,23.451,76.04,1.19156896,1.442376835
10-07-2022 07:00,2.0237175,0.590627345,93.1408173,3.94322223,26.264,65.8225,0.4941172,3.408076295
10-07-2022 08:00,1.951425,0.498955695,194.0433694,3.927336375,26.882,63.56,1.68088718,3.02829359
10-07-2022 09:00,1.98001125,0.514670835,248.3755128,3.93969204,25.278,71.035,0.5785437,4.388932415
10-07-2022 10:00,1.95804,0.63908236,230.2647983,3.96087318,24.55,73.73,2.0217925,6.011730955
10-07-2022 11:00,1.91480625,0.527766785,217.3285737,3.94557569,22.8975,83.98,3.5645757,10.85520645
10-07-2022 12:00,1.96867125,0.543481925,248.3755128,3.94792915,22.7405,83.2875,3.6729971,13.81970452
10-07-2022 13:00,1.9367775,0.54217233,250.9627577,3.90792033,19.761,94.535,4.5110412,13.70008792
10-07-2022 14:00,1.9278,0.59979451,250.9627577,3.966168465,20.4135,91.7625,5.4530632,9.01510442
10-07-2022 15:00,1.95874875,0.572293015,320.8183707,3.981465955,20.157,92.06,4.7225518,7.335487995
10-07-2022 16:00,1.97883,0.59455613,325.9928606,3.92321782,19.434,95.11,6.4084157,10.4255835
10-07-2022 17:00,1.9915875,0.51336124,369.9760243,3.916745805,19.157,96.6425,7.46508,11.87593477
10-07-2022 18:00,1.96536375,0.6809894,465.7040865,3.92674801,19.3535,97.1975,12.9919053,19.95304569
10-07-2022 19:00,1.941975,0.643011145,468.2913314,3.930866565,19.452,97.55,15.1647768,23.01224023
10-07-2022 20:00,1.941975,0.692775755,457.9423517,3.913215615,19.452,97.755,14.690211,22.56567159
10-07-2022 21:00,1.95048,0.57360261,388.0867388,3.91968763,19.337,97.3175,13.3847107,21.32564617
10-07-2022 22:00,1.89921375,0.614200055,214.7413288,3.91380398,18.562,96.29,8.4462048,12.89666309
